Name,ASCII Name,Country Code,Population,Timezone,Latitude,Longitude
Bad Säckingen,Bad Sackingen,DE,16549,Europe/Berlin,47.55371,7.94612
Bad Reichenhall,Bad Reichenhall,DE,16910,Europe/Berlin,47.72947,12.87819
Bad Rappenau,Bad Rappenau,DE,20581,Europe/Berlin,49.23848,9.1018
Bad Pyrmont,Bad Pyrmont,DE,21629,Europe/Berlin,51.98589,9.25246
Bad Oldesloe,Bad Oldesloe,DE,24322,Europe/Berlin,53.81167,10.37417
Bad Oeynhausen,Bad Oeynhausen,DE,49513,Europe/Berlin,52.20699,8.80365
Bad Neustadt an der Saale,Bad Neustadt an der Saale,DE,15261,Europe/Berlin,50.32174,10.20673
Bad Neuenahr-Ahrweiler,Bad Neuenahr-Ahrweiler,DE,27823,Europe/Berlin,50.54322,7.1113
Bad Nauheim,Bad Nauheim,DE,30291,Europe/Berlin,50.36463,8.73859
Bad Münstereifel,Bad Muenstereifel,DE,19051,Europe/Berlin,50.55667,6.76424
Bad Münder am Deister,Bad Muender am Deister,DE,18726,Europe/Berlin,52.19551,9.46421
Bad Mergentheim,Bad Mergentheim,DE,22472,Europe/Berlin,49.4925,9.77361
Bad Lippspringe,Bad Lippspringe,DE,15175,Europe/Berlin,51.78333,8.81683
Bad Langensalza,Bad Langensalza,DE,18183,Europe/Berlin,51.10771,10.646
Bad Kreuznach,Bad Kreuznach,DE,43213,Europe/Berlin,49.8414,7.86713
Bad Kissingen,Bad Kissingen,DE,21328,Europe/Berlin,50.20228,10.07784
Bad Honnef,Bad Honnef,DE,25348,Europe/Berlin,50.64336,7.2278
Bad Homburg vor der Höhe,Bad Homburg vor der Hoehe,DE,51859,Europe/Berlin,50.22683,8.61816
Bad Hersfeld,Bad Hersfeld,DE,30725,Europe/Berlin,50.87197,9.70891
Bad Harzburg,Bad Harzburg,DE,22954,Europe/Berlin,51.88268,10.56157
Bad Essen,Bad Essen,DE,15732,Europe/Berlin,52.31667,8.33333
Baden-Baden,Baden-Baden,DE,55449,Europe/Berlin,48.7606,8.23975
Bad Dürkheim,Bad Duerkheim,DE,18698,Europe/Berlin,49.4618,8.17236
Bad Driburg,Bad Driburg,DE,19553,Europe/Berlin,51.73297,9.01969
Bad Berleburg,Bad Berleburg,DE,20757,Europe/Berlin,51.05224,8.39227
Bad Bentheim,Bad Bentheim,DE,15508,Europe/Berlin,52.30066,7.15763
Bad Aibling,Bad Aibling,DE,17672,Europe/Berlin,47.8638,12.01055
Backnang,Backnang,DE,35778,Europe/Berlin,48.94743,9.43718
Babenhausen,Babenhausen,DE,16920,Europe/Berlin,49.96519,8.95129
Aurich,Aurich,DE,40319,Europe/Berlin,53.46963,7.48239
Augsburg,Augsburg,DE,259196,Europe/Berlin,48.37154,10.89851
Auerbach,Auerbach,DE,21358,Europe/Berlin,50.51155,12.40083
Aue,Aue,DE,18554,Europe/Berlin,50.59034,12.70657
Attendorn,Attendorn,DE,24773,Europe/Berlin,51.12645,7.90333
Aschersleben,Aschersleben,DE,24892,Europe/Berlin,51.75742,11.46084
Ascheberg,Ascheberg,DE,15184,Europe/Berlin,51.78333,7.61667
Aschaffenburg,Aschaffenburg,DE,68551,Europe/Berlin,49.97704,9.15214
Bad Arolsen,Bad Arolsen,DE,16854,Europe/Berlin,51.37982,9.01445
Arnstadt,Arnstadt,DE,25678,Europe/Berlin,50.84048,10.95198
Arnsberg,Arnsberg,DE,76612,Europe/Berlin,51.38333,8.08333
Apolda,Apolda,DE,24793,Europe/Berlin,51.02624,11.51638
Aplerbeck,Aplerbeck,DE,55588,Europe/Berlin,51.48333,7.55
Ansbach,Ansbach,DE,31839,Europe/Berlin,49.30481,10.5931
Annaberg-Buchholz,Annaberg-Buchholz,DE,23092,Europe/Berlin,50.57953,13.00627
Angermünde,Angermuende,DE,15453,Europe/Berlin,53.01499,13.99924
Andernach,Andernach,DE,29599,Europe/Berlin,50.43109,7.40425
Amberg,Amberg,DE,44737,Europe/Berlin,49.44287,11.86267
Alzey,Alzey,DE,18241,Europe/Berlin,49.74657,8.11513
Alzenau in Unterfranken,Alzenau in Unterfranken,DE,18932,Europe/Berlin,50.0888,9.06455
Altglienicke,Altglienicke,DE,29595,Europe/Berlin,52.41116,13.5355
Altenburg,Altenburg,DE,38568,Europe/Berlin,50.98763,12.43684
Altena,Altena,DE,20862,Europe/Berlin,51.29472,7.67337
Altdorf bei Nürnberg,Altdorf bei Nuernberg,DE,15312,Europe/Berlin,49.3856,11.3573
Alsterdorf,Alsterdorf,DE,15227,Europe/Berlin,53.61083,10.01306
Alsfeld,Alsfeld,DE,15945,Europe/Berlin,50.75185,9.27082
Alsdorf,Alsdorf,DE,46340,Europe/Berlin,50.87673,6.16399
Alfter,Alfter,DE,21814,Europe/Berlin,50.73333,7.01667
Alfeld,Alfeld,DE,19138,Europe/Berlin,51.98382,9.81989
Albstadt,Albstadt,DE,46664,Europe/Berlin,48.21644,9.02596
Aichach,Aichach,DE,21042,Europe/Berlin,48.45755,11.13413
Ahrensburg,Ahrensburg,DE,30103,Europe/Berlin,53.67661,10.23705
Ahlen,Ahlen,DE,55280,Europe/Berlin,51.76338,7.8887
Ahaus,Ahaus,DE,38165,Europe/Berlin,52.07936,7.01344
Adlershof,Adlershof,DE,20210,Europe/Berlin,52.43548,13.54825
Achim,Achim,DE,30013,Europe/Berlin,53.01416,9.0263
Achern,Achern,DE,24478,Europe/Berlin,48.63115,8.07607
Aalen,Aalen,DE,67085,Europe/Berlin,48.83777,10.0933
Neukirchen-Vluyn,Neukirchen-Vluyn,DE,28110,Europe/Berlin,51.44665,6.55194
Vellmar,Vellmar,DE,18623,Europe/Berlin,51.35806,9.47974
Aachen,Aachen,DE,265208,Europe/Berlin,50.77664,6.08342
Mörfelden-Walldorf,Moerfelden-Walldorf,DE,32753,Europe/Berlin,49.99472,8.58361
Riedstadt,Riedstadt,DE,21362,Europe/Berlin,49.83411,8.49621
Lauda-Königshofen,Lauda-Konigshofen,DE,15278,Europe/Berlin,49.56526,9.70816
Filderstadt,Filderstadt,DE,43550,Europe/Berlin,48.65698,9.22049
Ostfildern,Ostfildern,DE,33598,Europe/Berlin,48.72704,9.24954
Rodgau,Rodgau,DE,43315,Europe/Berlin,50.02627,8.88588
Gropiusstadt,Gropiusstadt,DE,37686,Europe/Berlin,52.42686,13.46053
Seeheim-Jugenheim,Seeheim-Jugenheim,DE,16395,Europe/Berlin,49.765,8.65194
Bonn Hardtberg,Bonn Hardtberg,DE,35000,Europe/Berlin,50.704,7.054
Charlottenburg-Nord,Charlottenburg-Nord,DE,19422,Europe/Berlin,52.53048,13.29371
Mitte,Mitte,DE,102338,Europe/Berlin,52.52003,13.40489
Rheinstetten,Rheinstetten,DE,20378,Europe/Berlin,48.9685,8.30704
Altstadt Sud,Altstadt Sud,DE,27515,Europe/Berlin,50.93331,6.95954
Altstadt Nord,Altstadt Nord,DE,17922,Europe/Berlin,50.93893,6.95752
Neuehrenfeld,Neuehrenfeld,DE,23621,Europe/Berlin,50.95753,6.93611
Bilderstöckchen,Bilderstoeckchen,DE,15430,Europe/Berlin,50.96983,6.92997
Stuttgart-Ost,Stuttgart-Ost,DE,47500,Europe/Berlin,48.78363,9.21032
St. Pauli,St. Pauli,DE,21902,Europe/Berlin,53.557,9.964
Gallus,Gallus,DE,42012,Europe/Berlin,50.10038,8.6295
Eidelstedt,Eidelstedt,DE,35078,Europe/Berlin,53.60697,9.90538
Eisleben Lutherstadt,Eisleben Lutherstadt,DE,22668,Europe/Berlin,51.52754,11.54835
Halle-Neustadt,Halle-Neustadt,DE,44515,Europe/Berlin,51.47924,11.91605
Bergedorf,Bergedorf,DE,119665,Europe/Berlin,53.48462,10.22904
Spandau,Spandau,DE,39653,Europe/Berlin,52.5511,13.19921
Treptow,Treptow,DE,50000,Europe/Berlin,52.49376,13.44469
Niederrad,Niederrad,DE,27043,Europe/Berlin,50.08309,8.62852
Wittenberg,Wittenberg,DE,30000,Europe/Berlin,51.8661,12.64973
Äußere Neustadt,AEussere Neustadt,DE,18098,Europe/Berlin,51.06859,13.75591
Barmbek-Nord,Barmbek-Nord,DE,40261,Europe/Berlin,53.6052,10.03988
Barmbek-Süd,Barmbek-Sued,DE,35880,Europe/Berlin,53.58007,10.04067
Farmsen-Berne,Farmsen-Berne,DE,35477,Europe/Berlin,53.60639,10.11972
Falkenhagener Feld,Falkenhagener Feld,DE,38667,Europe/Berlin,52.55191,13.16802
Neu-Hohenschönhausen,Neu-Hohenschoenhausen,DE,56921,Europe/Berlin,52.56681,13.51255
Alt-Hohenschönhausen,Alt-Hohenschoenhausen,DE,50070,Europe/Berlin,52.54608,13.5013
Fennpfuhl,Fennpfuhl,DE,33751,Europe/Berlin,52.52921,13.47267
Hamburg-Nord,Hamburg-Nord,DE,315514,Europe/Berlin,53.58935,9.984
Neustadt/Nord,Neustadt/Nord,DE,28146,Europe/Berlin,50.949,6.9479
Neustadt/Süd,Neustadt/Sued,DE,37939,Europe/Berlin,50.92509,6.94762
Kalk,Kalk,DE,22802,Europe/Berlin,50.94013,7.00605
Rodenkirchen,Rodenkirchen,DE,110158,Europe/Berlin,50.89328,6.99481
Mülheim,Muelheim,DE,41711,Europe/Berlin,50.96639,7.00384
Gartenstadt,Gartenstadt,DE,17745,Europe/Berlin,49.45937,8.40377
Kröpeliner-Tor-Vorstadt,Kroepeliner-Tor-Vorstadt,DE,19542,Europe/Berlin,54.08849,12.11539
Düsseldorf-Pempelfort,Duesseldorf-Pempelfort,DE,28941,Europe/Berlin,51.23812,6.78678
Burglesum,Burglesum,DE,33000,Europe/Berlin,53.16532,8.68873
Altona-Altstadt,Altona-Altstadt,DE,29455,Europe/Berlin,53.55018,9.94653
Altona-Nord,Altona-Nord,DE,25802,Europe/Berlin,53.56321,9.94257
Dulsberg,Dulsberg,DE,17002,Europe/Berlin,53.58383,10.06445
Hoheluft-Ost,Hoheluft-Ost,DE,23116,Europe/Berlin,53.58399,9.97585
Sachsenheim,Sachsenheim,DE,18594,Europe/Berlin,48.96,9.06472
Petershausen-West,Petershausen-West,DE,16021,Europe/Berlin,47.67411,9.17787
Kronberg Tal,Kronberg Tal,DE,17550,Europe/Berlin,50.17929,8.5037
Remseck am Neckar,Remseck am Neckar,DE,26549,Europe/Berlin,48.87213,9.27334
Blankenfelde-Mahlow,Blankenfelde-Mahlow,DE,29129,Europe/Berlin,52.33645,13.41316
Tadjoura,Tadjoura,DJ,19533,Africa/Djibouti,11.78778,42.88222
Obock,Obock,DJ,15429,Africa/Djibouti,11.96693,43.28835
Djibouti,Djibouti,DJ,626512,Africa/Djibouti,11.58901,43.14503
Dikhil,Dikhil,DJ,32801,Africa/Djibouti,11.10454,42.36971
Arta,Arta,DJ,17477,Africa/Djibouti,11.52639,42.85194
Ali Sabih,Ali Sabih,DJ,50006,Africa/Djibouti,11.15583,42.7125
Vordingborg,Vordingborg,DK,17868,Europe/Copenhagen,55.00801,11.91057
Viby,Viby,DK,31756,Europe/Copenhagen,56.12259,10.15145
Viborg,Viborg,DK,41239,Europe/Copenhagen,56.45319,9.40201
Vejle,Vejle,DK,60231,Europe/Copenhagen,55.70927,9.5357
Vanløse,Vanlose,DK,37115,Europe/Copenhagen,55.68361,12.48713
Vallensbæk,Vallensbaek,DK,16515,Europe/Copenhagen,55.62199,12.38511
Valby,Valby,DK,46161,Europe/Copenhagen,55.66613,12.51388
Tønder,Tonder,DK,16401,Europe/Copenhagen,54.93306,8.86674
Tilst,Tilst,DK,15617,Europe/Copenhagen,56.19376,10.11283
Taastrup,Taastrup,DK,35238,Europe/Copenhagen,55.65006,12.3016
Svendborg,Svendborg,DK,27300,Europe/Copenhagen,55.05982,10.60677
Stenløse,Stenlose,DK,19998,Europe/Copenhagen,55.76828,12.19723
Sønderborg,Sonderborg,DK,27766,Europe/Copenhagen,54.90896,9.78917
Solrød Strand,Solrod Strand,DK,17337,Europe/Copenhagen,55.53285,12.22227
Slagelse,Slagelse,DK,31896,Europe/Copenhagen,55.40276,11.35459
Skive,Skive,DK,20190,Europe/Copenhagen,56.56699,9.02707
Silkeborg,Silkeborg,DK,49747,Europe/Copenhagen,56.1697,9.54508
Roskilde,Roskilde,DK,51916,Europe/Copenhagen,55.64152,12.08035
Rødovre,Rodovre,DK,40652,Europe/Copenhagen,55.68062,12.45373
Ringsted,Ringsted,DK,23086,Europe/Copenhagen,55.4426,11.79011
Randers,Randers,DK,62802,Europe/Copenhagen,56.4607,10.03639
Odense,Odense,DK,180863,Europe/Copenhagen,55.39594,10.38831
Nykøbing Falster,Nykobing Falster,DK,19976,Europe/Copenhagen,54.76906,11.87425
Nyborg,Nyborg,DK,17525,Europe/Copenhagen,55.31274,10.78964
Næstved,Naestved,DK,44331,Europe/Copenhagen,55.22992,11.76092
Nørresundby,Norresundby,DK,23718,Europe/Copenhagen,57.05877,9.92284
Middelfart,Middelfart,DK,16277,Europe/Copenhagen,55.50591,9.73054
Lillerød,Lillerod,DK,16741,Europe/Copenhagen,55.87496,12.34579
Køge,Koge,DK,38304,Europe/Copenhagen,55.45802,12.18214
Copenhagen,Copenhagen,DK,1153615,Europe/Copenhagen,55.67594,12.56553
Kolding,Kolding,DK,61638,Europe/Copenhagen,55.4904,9.47216
Klinteby Frihed,Klinteby Frihed,DK,53443,Europe/Copenhagen,55.19705,11.59603
Kalundborg,Kalundborg,DK,16211,Europe/Copenhagen,55.67954,11.08864
Ishøj,Ishoj,DK,19453,Europe/Copenhagen,55.61543,12.35182
Hvidovre,Hvidovre,DK,53527,Europe/Copenhagen,55.64297,12.47708
Horsens,Horsens,DK,61074,Europe/Copenhagen,55.86066,9.85034
Hørsholm,Horsholm,DK,47680,Europe/Copenhagen,55.88098,12.50111
Holstebro,Holstebro,DK,32072,Europe/Copenhagen,56.36009,8.61607
Holbæk,Holbaek,DK,29608,Europe/Copenhagen,55.7175,11.71279
Hjørring,Hjorring,DK,25644,Europe/Copenhagen,57.46417,9.98229
Hillerød,Hillerod,DK,35357,Europe/Copenhagen,55.92791,12.30081
Herning,Herning,DK,50565,Europe/Copenhagen,56.13615,8.97662
Helsingør,Helsingor,DK,35048,Europe/Copenhagen,56.03606,12.6136
Hedensted,Hedensted,DK,47099,Europe/Copenhagen,55.77043,9.7011
Haderslev,Haderslev,DK,22011,Europe/Copenhagen,55.24943,9.48771
Greve,Greve,DK,47671,Europe/Copenhagen,55.58333,12.3
Glostrup,Glostrup,DK,23128,Europe/Copenhagen,55.6666,12.40377
Frederikssund,Frederikssund,DK,16850,Europe/Copenhagen,55.83956,12.06896
Frederikshavn,Frederikshavn,DK,22672,Europe/Copenhagen,57.44073,10.53661
Frederiksberg,Frederiksberg,DK,95029,Europe/Copenhagen,55.67938,12.53463
Fredericia,Fredericia,DK,40886,Europe/Copenhagen,55.56568,9.75257
Farum,Farum,DK,20312,Europe/Copenhagen,55.80858,12.36066
Esbjerg,Esbjerg,DK,71698,Europe/Copenhagen,55.47028,8.45187
Charlottenlund,Charlottenlund,DK,40000,Europe/Copenhagen,55.75238,12.5745
Brøndbyvester,Brondbyvester,DK,20000,Europe/Copenhagen,55.6455,12.41008
Birkerød,Birkerod,DK,20877,Europe/Copenhagen,55.84759,12.42791
Ballerup,Ballerup,DK,40000,Europe/Copenhagen,55.73165,12.36328
Avedøre,Avedore,DK,53443,Europe/Copenhagen,55.62722,12.45644
Århus,Arhus,DK,285273,Europe/Copenhagen,56.15674,10.21076
Allerød,Allerod,DK,25867,Europe/Copenhagen,55.87035,12.35737
Aalborg,Aalborg,DK,142937,Europe/Copenhagen,57.048,9.9187
Albertslund,Albertslund,DK,30000,Europe/Copenhagen,55.65691,12.36381
Aabenraa,Aabenraa,DK,16401,Europe/Copenhagen,55.04434,9.41741
Roseau,Roseau,DM,16571,America/Dominica,15.30174,-61.38808
Villa Francisca,Villa Francisca,DO,50185,America/Santo_Domingo,18.48278,-69.88914
Villa Consuelo,Villa Consuelo,DO,28621,America/Santo_Domingo,18.48333,-69.9
Villa Bisonó,Villa Bisono,DO,33137,America/Santo_Domingo,19.56378,-70.87582
Villa Altagracia,Villa Altagracia,DO,40027,America/Santo_Domingo,18.67297,-70.17095
Tamboril,Tamboril,DO,23304,America/Santo_Domingo,19.48538,-70.61104
Santo Domingo,Santo Domingo,DO,2201941,America/Santo_Domingo,18.47186,-69.89232
Santiago de los Caballeros,Santiago de los Caballeros,DO,1200000,America/Santo_Domingo,19.45036,-70.69085
Santa Cruz de El Seibo,Santa Cruz de El Seibo,DO,23547,America/Santo_Domingo,18.76484,-69.03991
Santa Cruz de Barahona,Santa Cruz de Barahona,DO,77160,America/Santo_Domingo,18.20861,-71.10068
San Pedro de Macorís,San Pedro de Macoris,DO,217899,America/Santo_Domingo,18.4539,-69.30864
San Juan de la Maguana,San Juan de la Maguana,DO,72950,America/Santo_Domingo,18.8064,-71.22626
San José de Ocoa,San Jose de Ocoa,DO,21148,America/Santo_Domingo,18.54685,-70.50692
San Francisco de Macorís,San Francisco de Macoris,DO,124763,America/Santo_Domingo,19.29377,-70.25285
San Fernando de Monte Cristi,San Fernando de Monte Cristi,DO,17001,America/Santo_Domingo,19.84799,-71.64604
Puerto Plata,Puerto Plata,DO,146000,America/Santo_Domingo,19.79344,-70.6884
Salvaleón de Higüey,Salvaleon de Higueey,DO,123787,America/Santo_Domingo,18.61501,-68.70798
Salcedo,Salcedo,DO,45299,America/Santo_Domingo,19.37766,-70.41719
San Ignacio de Sabaneta,San Ignacio de Sabaneta,DO,16380,America/Santo_Domingo,19.47837,-71.33932
Sabana Grande de Boyá,Sabana Grande de Boya,DO,16834,America/Santo_Domingo,18.94498,-69.79331
Río Grande,Rio Grande,DO,20154,America/Santo_Domingo,19.66667,-70.76667
Quisqueya,Quisqueya,DO,17694,America/Santo_Domingo,18.55542,-69.40814
Punta Cana,Punta Cana,DO,100023,America/Santo_Domingo,18.58182,-68.40431
Neiba,Neiba,DO,18670,America/Santo_Domingo,18.4898,-71.41894
Nagua,Nagua,DO,33862,America/Santo_Domingo,19.3832,-69.8474
Monte Plata,Monte Plata,DO,15532,America/Santo_Domingo,18.80748,-69.78431
Monte Llano,Monte Llano,DO,19029,America/Santo_Domingo,19.7346,-70.59915
Moca,Moca,DO,61834,America/Santo_Domingo,19.39289,-70.52347
Mao,Mao,DO,48297,America/Santo_Domingo,19.54908,-71.07808
Las Matas de Farfán,Las Matas de Farfan,DO,21802,America/Santo_Domingo,18.87309,-71.51656
La Romana,La Romana,DO,208437,America/Santo_Domingo,18.42332,-68.96635
Jarabacoa,Jarabacoa,DO,29983,America/Santo_Domingo,19.11683,-70.63595
Hato Mayor del Rey,Hato Mayor del Rey,DO,35999,America/Santo_Domingo,18.76575,-69.25579
Esperanza,Esperanza,DO,42169,America/Santo_Domingo,19.58469,-70.98489
Dajabón,Dajabon,DO,16398,America/Santo_Domingo,19.54811,-71.70821
Cristo Rey,Cristo Rey,DO,57084,America/Santo_Domingo,18.5,-69.93333
Cotuí,Cotui,DO,41641,America/Santo_Domingo,19.05385,-70.15116
Constanza,Constanza,DO,29481,America/Santo_Domingo,18.90919,-70.74499
La Vega,La Vega,DO,102426,America/Santo_Domingo,19.22031,-70.53101
Ciudad Nueva,Ciudad Nueva,DO,18756,America/Santo_Domingo,18.46707,-69.89339
Bonao,Bonao,DO,73269,America/Santo_Domingo,18.94154,-70.41111
Boca Chica,Boca Chica,DO,46300,America/Santo_Domingo,18.45,-69.6
San Cristóbal,San Cristobal,DO,154040,America/Santo_Domingo,18.41713,-70.10682
Bella Vista,Bella Vista,DO,175683,America/Santo_Domingo,18.45539,-69.9454
Bayaguana,Bayaguana,DO,21055,America/Santo_Domingo,18.75031,-69.63525
Baní,Bani,DO,66709,America/Santo_Domingo,18.27971,-70.33181
Bajos de Haina,Bajos de Haina,DO,66784,America/Santo_Domingo,18.41538,-70.03317
Azua,Azua,DO,59139,America/Santo_Domingo,18.45319,-70.7349
Santo Domingo Oeste,Santo Domingo Oeste,DO,701269,America/Santo_Domingo,18.5,-70
Santo Domingo Este,Santo Domingo Este,DO,700000,America/Santo_Domingo,18.48511,-69.84757
Boumerdas,Boumerdas,DZ,28996,Africa/Algiers,36.76639,3.47717
Zighout Youcef,Zighout Youcef,DZ,28764,Africa/Algiers,36.53307,6.71237
Zeribet el Oued,Zeribet el Oued,DZ,23187,Africa/Algiers,34.68284,6.51109
Zeralda,Zeralda,DZ,17563,Africa/Algiers,36.71169,2.84244
Zemoura,Zemoura,DZ,21770,Africa/Algiers,35.72251,0.75509
Touggourt,Touggourt,DZ,143270,Africa/Algiers,33.11083,6.07
Tolga,Tolga,DZ,50575,Africa/Algiers,34.72224,5.37845
Tlemcen,Tlemcen,DZ,173531,Africa/Algiers,34.87833,-1.315
Tizi Rached,Tizi Rached,DZ,17872,Africa/Algiers,36.67176,4.19176
Tizi Ouzou,Tizi Ouzou,DZ,104312,Africa/Algiers,36.71182,4.04591
Tizi-n-Tleta,Tizi-n-Tleta,DZ,22404,Africa/Algiers,36.54569,4.05712
Tizi Gheniff,Tizi Gheniff,DZ,27974,Africa/Algiers,36.58839,3.77445
Tissemsilt,Tissemsilt,DZ,66084,Africa/Algiers,35.60722,1.81081
Tirmitine,Tirmitine,DZ,26261,Africa/Algiers,36.65393,3.98143
Tipasa,Tipasa,DZ,15180,Africa/Algiers,36.58972,2.44889
Tindouf,Tindouf,DZ,45610,Africa/Algiers,27.67111,-8.14743
Timizart,Timizart,DZ,41158,Africa/Algiers,36.8,4.26667
Timimoun,Timimoun,DZ,22086,Africa/Algiers,29.26417,0.23583
el hed,el hed,DZ,31890,Africa/Algiers,36.65,4.77361
Tighenif,Tighenif,DZ,39938,Africa/Algiers,35.41722,0.32982
Tiaret,Tiaret,DZ,178915,Africa/Algiers,35.37103,1.31699
Theniet el Had,Theniet el Had,DZ,27628,Africa/Algiers,35.87111,2.02806
Thenia,Thenia,DZ,16180,Africa/Algiers,36.72544,3.55665
Ténès,Tenes,DZ,29220,Africa/Algiers,36.51076,1.30809
Telerghma,Telerghma,DZ,26248,Africa/Algiers,36.11653,6.35434
Tébessa,Tebessa,DZ,194461,Africa/Algiers,35.40417,8.12417
Tebesbest,Tebesbest,DZ,41091,Africa/Algiers,33.11667,6.08333
Tazoult-Lambese,Tazoult-Lambese,DZ,41636,Africa/Algiers,35.48171,6.26074
Tamanghasset,Tamanghasset,DZ,81752,Africa/Algiers,22.785,5.52278
Tamalous,Tamalous,DZ,32579,Africa/Algiers,36.83763,6.64018
Taïbet,Taibet,DZ,21000,Africa/Algiers,33.08515,6.3891
Tadmaït,Tadmait,DZ,20952,Africa/Algiers,36.74413,3.90045
Tadjenanet,Tadjenanet,DZ,41833,Africa/Algiers,36.12129,5.9867
Sour el Ghozlane,Sour el Ghozlane,DZ,43985,Africa/Algiers,36.14766,3.69123
Souma,Souma,DZ,40745,Africa/Algiers,36.51833,2.90528
Lardjem,Lardjem,DZ,30000,Africa/Algiers,35.74922,1.54778
Souk Ahras,Souk Ahras,DZ,153479,Africa/Algiers,36.28639,7.95111
Sougueur,Sougueur,DZ,71036,Africa/Algiers,35.18568,1.49612
Skikda,Skikda,DZ,182903,Africa/Algiers,36.87617,6.90921
Sig,Sig,DZ,61373,Africa/Algiers,35.52832,-0.19369
Sidi Okba,Sidi Okba,DZ,29499,Africa/Algiers,34.74512,5.89833
Sidi Moussa,Sidi Moussa,DZ,30887,Africa/Algiers,36.60637,3.08783
Sidi Mérouane,Sidi Merouane,DZ,25129,Africa/Algiers,36.52056,6.26111
Sidi Khaled,Sidi Khaled,DZ,38987,Africa/Algiers,34.387,4.98785
Sidi ech Chahmi,Sidi ech Chahmi,DZ,35512,Africa/Algiers,35.65903,-0.52168
Sidi Bel Abbes,Sidi Bel Abbes,DZ,210146,Africa/Algiers,35.18994,-0.63085
Sidi Amrane,Sidi Amrane,DZ,29734,Africa/Algiers,33.49885,6.00803
Sidi Akkacha,Sidi Akkacha,DZ,26558,Africa/Algiers,36.46472,1.30258
Sidi Aïssa,Sidi Aissa,DZ,66856,Africa/Algiers,35.88548,3.77236
Sidi Abdelli,Sidi Abdelli,DZ,23543,Africa/Algiers,35.06937,-1.13706
Sfizef,Sfizef,DZ,27914,Africa/Algiers,35.23464,-0.24435
Sétif,Setif,DZ,252127,Africa/Algiers,36.19112,5.41373
Sedrata,Sedrata,DZ,45300,Africa/Algiers,36.12868,7.53376
Seddouk,Seddouk,DZ,19884,Africa/Algiers,36.54722,4.68611
Sebdou,Sebdou,DZ,32570,Africa/Algiers,34.63703,-1.33143
Saoula,Saoula,DZ,16812,Africa/Algiers,36.70456,3.02462
Salah Bey,Salah Bey,DZ,23339,Africa/Algiers,35.85451,5.29053
Saïda,Saida,DZ,142497,Africa/Algiers,34.83033,0.15171
Rouissat,Rouissat,DZ,80784,Africa/Algiers,31.92427,5.35018
Rouiba,Rouiba,DZ,117558,Africa/Algiers,36.73829,3.28079
Rouached,Rouached,DZ,40263,Africa/Algiers,36.45774,6.04267
Robbah,Robbah,DZ,30446,Africa/Algiers,33.27967,6.90984
Remchi,Remchi,DZ,31837,Africa/Algiers,35.06196,-1.43362
Relizane,Relizane,DZ,123255,Africa/Algiers,35.73734,0.55599
Reguiba,Reguiba,DZ,25210,Africa/Algiers,33.56391,6.70326
Reghaïa,Reghaia,DZ,54962,Africa/Algiers,36.73587,3.34018
Reggane,Reggane,DZ,32974,Africa/Algiers,26.71576,0.1714
Râs el Oued,Ras el Oued,DZ,44947,Africa/Algiers,35.9441,5.03107
Râs el Aïoun,Ras el Aioun,DZ,34167,Africa/Algiers,35.67384,5.6453
Oum el Bouaghi,Oum el Bouaghi,DZ,67201,Africa/Algiers,35.87541,7.11353
Ouled Slama Fouaga,Ouled Slama Fouaga,DZ,27573,Africa/Algiers,36.54828,3.11006
Ouled Moussa,Ouled Moussa,DZ,40692,Africa/Algiers,36.68394,3.36661
Ouled Mimoun,Ouled Mimoun,DZ,25377,Africa/Algiers,34.90472,-1.03394
Ouled Haddaj,Ouled Haddaj,DZ,29012,Africa/Algiers,36.71461,3.3422
Ouled Djellal,Ouled Djellal,DZ,58481,Africa/Algiers,34.43,5.06139
Ouenza,Ouenza,DZ,47312,Africa/Algiers,35.95333,8.12917
Oued Zenati,Oued Zenati,DZ,27441,Africa/Algiers,36.31611,7.16364
Oued Sly,Oued Sly,DZ,30504,Africa/Algiers,36.10124,1.19949
Oued Rhiou,Oued Rhiou,DZ,55430,Africa/Algiers,35.96124,0.91896
Oued Fodda,Oued Fodda,DZ,44523,Africa/Algiers,36.18503,1.53299
Oued el Alleug,Oued el Alleug,DZ,21146,Africa/Algiers,36.55528,2.79028
Oued el Abtal,Oued el Abtal,DZ,22819,Africa/Algiers,35.45595,0.68778
Ouargla,Ouargla,DZ,169928,Africa/Algiers,31.94932,5.32502
Oran,Oran,DZ,803329,Africa/Algiers,35.69906,-0.63588
N’Gaous,N'Gaous,DZ,29453,Africa/Algiers,35.555,5.61056
Nedroma,Nedroma,DZ,27742,Africa/Algiers,35.01361,-1.74799
Naciria,Naciria,DZ,15387,Africa/Algiers,36.74625,3.83163
M'Sila,M'Sila,DZ,132975,Africa/Algiers,35.70889,4.53722
Mouzaïa,Mouzaia,DZ,28552,Africa/Algiers,36.46695,2.68991
Mostaganem,Mostaganem,DZ,162885,Africa/Algiers,35.93115,0.08918
Mohammadia,Mohammadia,DZ,62410,Africa/Algiers,35.58861,0.06861
Miliana,Miliana,DZ,43366,Africa/Algiers,36.30554,2.2248
Mila,Mila,DZ,63251,Africa/Algiers,36.45028,6.26444
Metlili Chaamba,Metlili Chaamba,DZ,39588,Africa/Algiers,32.26667,3.63333
Messaad,Messaad,DZ,97091,Africa/Algiers,34.15429,3.50309
